fire_id,year,jd,date,geom_lat,geom_lon,weather_lat,weather_lon,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
7,2018,155,2018-06-04,65.93658534600644,-155.169592078914,65.93756417084127,-155.0316695567914,51.0,18.388999938964844,6.988999843597412,12.618167877197266,0.10000000149011612,0.10000000149011612,0.0,13.276144027709961,36.71999740600586,70.72384643554688,21.25,3.223444700241089
7,2018,156,2018-06-05,65.9361454824798,-155.17692268709075,65.93756417084127,-155.0316695567914,61.0,19.588998794555664,10.388999938964844,14.778583526611328,3.1999995708465576,3.1999995708465576,0.0,13.217443466186523,32.39999771118164,33.35822296142578,22.81999969482422,3.706815242767334
7,2018,157,2018-06-06,65.93654369530705,-155.18108388250442,65.93756417084127,-155.0316695567914,53.0,19.638999938964844,10.93899917602539,15.03900146484375,0.699999988079071,0.699999988079071,0.0,13.397611618041992,39.23999786376953,35.050540924072266,22.75,3.907055139541626
7,2018,158,2018-06-07,65.94389072923458,-155.06772822686187,65.93756417084127,-155.0316695567914,51.0,20.338998794555664,10.58899974822998,15.81191635131836,0.10000000149011612,0.10000000149011612,0.0,14.182354927062988,38.15999984741211,53.88053512573242,24.479999542236328,4.515970230102539
7,2018,159,2018-06-08,65.94756960362221,-155.07607627797313,65.93756417084127,-155.0316695567914,3.0,20.98900032043457,10.988999366760254,16.184833526611328,0.0,0.0,0.0,13.049689292907715,33.47999954223633,67.7568130493164,25.200000762939453,4.609720230102539
7,2018,160,2018-06-09,65.9547513468634,-155.08385487192677,65.93756417084127,-155.0316695567914,3.0,19.48900032043457,8.788999557495117,14.099417686462402,0.0,0.0,0.0,14.458381652832031,36.0,250.71536254882812,22.219999313354492,3.8267033100128174
7,2018,161,2018-06-10,65.93825743918778,-155.00677641290946,65.93756417084127,-155.0316695567914,3.0,14.33899974822998,7.189000129699707,10.464000701904297,0.0,0.0,0.0,18.97100830078125,47.880001068115234,280.958740234375,19.43000030517578,3.0561788082122803
7,2018,162,2018-06-11,65.92215250170915,-154.98081147397997,65.93756417084127,-155.0316695567914,3.0,13.08899974822998,2.489000082015991,7.2681660652160645,0.0,0.0,0.0,20.570463180541992,50.03999710083008,353.54638671875,27.209999084472656,4.01140022277832
7,2018,163,2018-06-12,65.94264237285549,-155.00729508257928,65.93756417084127,-155.0316695567914,3.0,13.68899917602539,3.5390000343322754,8.766082763671875,0.0,0.0,0.0,12.964998245239258,36.71999740600586,323.8417053222656,23.450000762939453,3.4861276149749756
7,2018,164,2018-06-13,65.96474661334267,-155.0196962136908,65.93756417084127,-155.0316695567914,3.0,15.93899917602539,5.488999843597412,10.591082572937012,0.0,0.0,0.0,10.495713233947754,29.8799991607666,256.5605163574219,20.940000534057617,3.2795071601867676
7,2018,165,2018-06-14,65.95744796271153,-155.01927863756958,65.93756417084127,-155.0316695567914,51.0,16.338998794555664,3.8889999389648438,8.928585052490234,1.5000001192092896,1.5000001192092896,0.0,21.31613540649414,52.91999816894531,263.24462890625,17.31999969482422,2.7933425903320312
7,2018,166,2018-06-15,65.94983843402056,-155.02558107241708,65.93756417084127,-155.0316695567914,3.0,9.638999938964844,1.9390000104904175,5.678582668304443,0.0,0.0,0.0,21.915693283081055,53.279998779296875,268.6468200683594,20.290000915527344,2.916402578353882
7,2018,167,2018-06-16,65.93401107875026,-155.0255535424055,65.93756417084127,-155.0316695567914,51.0,12.538999557495117,2.5889999866485596,6.949416637420654,0.20000000298023224,0.20000000298023224,0.0,10.495713233947754,23.03999900817871,357.3092956542969,17.989999771118164,2.5572710037231445
7,2018,168,2018-06-17,65.8983879261855,-155.025638068845,65.93756417084127,-155.0316695567914,53.0,12.888999938964844,7.939000129699707,10.570250511169434,5.499999523162842,5.499999523162842,0.0,12.41347599029541,34.20000076293945,104.13417053222656,9.930000305175781,1.7946038246154785
7,2018,169,2018-06-18,65.89518475869359,-155.02851352805672,65.93756417084127,-155.0316695567914,51.0,16.388999938964844,9.238999366760254,12.357749938964844,1.600000023841858,1.600000023841858,0.0,14.458381652832031,46.07999801635742,118.40799713134766,12.729999542236328,2.306748628616333
7,2018,170,2018-06-19,65.89224201518532,-155.03065177245887,65.93756417084127,-155.0316695567914,51.0,16.388999938964844,10.83899974822998,13.316082954406738,2.1000001430511475,2.1000001430511475,0.0,17.25373077392578,43.91999816894531,162.18101501464844,14.359999656677246,2.489670991897583
7,2018,171,2018-06-20,65.89078056754504,-155.0332036214496,65.93756417084127,-155.0316695567914,3.0,18.68899917602539,9.08899974822998,14.409832000732422,0.0,0.0,0.0,17.782686233520508,45.0,192.59771728515625,22.540000915527344,3.78153395652771
7,2018,172,2018-06-21,65.89095391774569,-155.03665873686273,65.93756417084127,-155.0316695567914,3.0,22.23900032043457,12.888999938964844,17.278583526611328,0.0,0.0,0.0,16.13587188720703,32.39999771118164,45.70723342895508,20.670000076293945,4.4573211669921875
7,2018,173,2018-06-22,65.89354410312637,-155.05662438940357,65.93756417084127,-155.0316695567914,61.0,22.43899917602539,12.238999366760254,15.305668830871582,7.099999904632568,7.099999904632568,0.0,15.281989097595215,34.91999816894531,226.7251739501953,8.859999656677246,1.6385552883148193
7,2018,174,2018-06-23,65.89120456101331,-155.0584733742919,65.93756417084127,-155.0316695567914,55.0,14.738999366760254,9.038999557495117,11.7889986038208,5.900000095367432,5.900000095367432,0.0,14.512063980102539,34.91999816894531,243.21507263183594,14.90999984741211,2.077685594558716
7,2018,175,2018-06-24,65.88842589624372,-155.0593981531696,65.93756417084127,-155.0316695567914,51.0,15.68899917602539,6.738999843597412,12.003582954406738,0.10000000149011612,0.10000000149011612,0.0,13.55150032043457,34.91999816894531,291.37945556640625,21.450000762939453,3.3388309478759766
